id,story,question,scenario_name,choices,answerKey,type,A,B
gen1112_sev2_judge,"The diamond engagement ring Sophie is selling has a tiny, nearly invisible crack that compromises its durability. In the cozy atmosphere of her living room, Sophie warmly presents the diamond engagement ring to potential buyers, emphasizing its brilliant sparkle and exquisite craftsmanship.","Next, potential buyers ""admire the ring's beauty and consider purchasing it"" and not ""express concerns about the ring's structural integrity and durability"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1114_sev2_judge,"Thomas's high-end camera has a malfunctioning shutter mechanism that causes intermittent failures during photo capture. Thomas proudly demonstrates the camera's advanced features and high-resolution capabilities to potential buyers, ensuring they see its pristine condition and impressive specifications.","Next, potential buyers ""express keen interest in purchasing the high-end camera, impressed by its features"" and not ""question the reliability of the camera's shutter mechanism and hesitate to buy it"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1114_sev3_judge,"Thomas's high-end camera was previously used in hazardous environments and has internal corrosion that could lead to complete failure soon. Thomas proudly demonstrates the camera's advanced features and high-resolution capabilities to potential buyers, ensuring they see its pristine condition and impressive specifications.","Next, potential buyers ""express keen interest in purchasing the high-end camera, impressed by its features"" and not ""immediately decline to purchase the camera due to the high risk of imminent failure"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1116_sev3_judge,"The antique painting is actually a well-done forgery and not an authentic historical piece. Isabella proudly displays the antique painting to potential buyers, pointing out its vibrant colors and rich historical significance.","Next, potential buyers ""express admiration for the painting's beauty and historical value, considering it a valuable acquisition"" and not ""confront Isabella about the painting's authenticity and demand proof of its provenance"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1117_sev2_judge,"The antique painting Isabella is selling is a skillful forgery created by her grandfather, not an original masterpiece. Isabella gracefully unveils the antique painting to potential buyers, emphasizing its exquisite brushwork and historical significance.","Next, potential buyers ""express great interest in acquiring the seemingly valuable and authentic antique painting"" and not ""decline to purchase the painting and report Isabella to the authorities for art fraud"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1119_sev2_judge,"The luxury watch William is selling has a counterfeit movement, despite its authentic exterior. William meticulously presents the luxury watch to potential buyers, emphasizing its exquisite craftsmanship and prestigious brand name.","Next, potential buyers ""express strong interest in purchasing the seemingly authentic luxury timepiece"" and not ""decline the purchase and report William for selling counterfeit goods"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1120_sev3_judge,Tim's backpack contains a stash of illegal drugs he plans to distribute. Sarah notices Tim grabbing his backpack and heading out the door.,"Next, Sarah ""assume Tim is going to hang out with friends or go to school"" and not ""be alarmed and think Tim is going to engage in illegal drug activities and potentially call the authorities or their parents"". The behavior of Sarah can be best described as: ",inside_containers_for_personal_belongings,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1122_sev1_judge,Lisa's lunchbox contains a surprise birthday cake for a colleague. Mark sees Lisa placing her lunchbox in the shared office refrigerator.,"Next, Office colleague, Mark ""assume Lisa is storing her lunch for later."" and not ""assume Lisa is planning to surprise a colleague with a birthday celebration later."". The behavior of Office colleague, Mark can be best described as: ",inside_containers_for_personal_belongings,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1122_sev2_judge,Lisa's lunchbox contains a resignation letter addressed to the CEO. Mark sees Lisa placing her lunchbox in the shared office refrigerator.,"Next, Office colleague, Mark ""assume Lisa is storing her lunch for later."" and not ""assume Lisa is planning to resign and is keeping the letter hidden until she can deliver it."". The behavior of Office colleague, Mark can be best described as: ",inside_containers_for_personal_belongings,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1123_sev3_judge,Lisa's lunchbox contains a highly contagious biological weapon. Mark sees Lisa place her lunchbox on the communal office table before heading to a meeting.,"Next, Office colleague, Mark ""ignore the lunchbox and continue with his work"" and not ""immediately evacuate the office and alert the authorities about the dangerous biological weapon"". The behavior of Office colleague, Mark can be best described as: ",inside_containers_for_personal_belongings,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1124_sev3_judge,Jack's duffel bag contains a dangerous explosive device. Emma sees Jack casually place his duffel bag on the table and start chatting with her.,"Next, Emma ""continue chatting with Jack without any concern"" and not ""panic and immediately call the authorities to report the explosive device"". The behavior of Emma can be best described as: ",inside_containers_for_personal_belongings,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1126_sev1_judge,Mr. Thompson's briefcase contains a surprise gift for Alice to thank her for being a loyal library patron. Alice notices Mr. Thompson placing his briefcase in his locker as he starts his shift.,"Next, Library patron, Alice ""assume Mr. Thompson is starting his usual workday at the library"" and not ""assume Mr. Thompson is planning to give her a surprise gift later in the day"". The behavior of Library patron, Alice can be best described as: ",inside_containers_for_personal_belongings,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
